frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1016,660,2068.4385683263044 1390.3129733137557 2903.715720929031 2149.959775397813,2406.65625 1969.4183349609375 2590.72314453125 2033.8663330078125,0.9394187927246094,EY09VMS,0.1692515492095458
1017,660,2069.940742472015 1393.1613756015602 2908.4111806381443 2150.360368202887,2408.240234375 1978.472900390625 2592.16015625 2041.179443359375,0.9392287731170654,EY09VIS,0.1882268569095923
1018,660,2070.338679182381 1395.4901338628777 2911.870336095942 2150.149462679088,2411.6298828125 1984.345947265625 2593.146484375 2045.171142578125,0.9443016052246094,EY09VNS,0.4067805920555203
1019,660,2071.1127337936073 1396.2165872511534 2915.459436057094 2150.781417907245,2418.556884765625 1993.2974853515625 2597.28369140625 2055.79833984375,0.9339087009429932,EY09VMS,0.5019819004330301
1020,660,2072.782231640352 1400.0719776207698 2920.422539475189 2152.363466980241,2412.291259765625 2003.404296875 2602.708251953125 2064.864990234375,0.9443857073783875,EY09VIS,0.29209829111673347
1021,660,2074.3249504771948 1403.2204743647037 2923.8448092676635 2153.004317848745,2414.6142578125 2007.33740234375 2606.9921875 2072.56103515625,0.933948814868927,EY09VMS,0.1869052218523766
1022,660,2076.590262625157 1410.0450941929498 2927.7365186509574 2154.7539658043693,2421.8046875 2015.947998046875 2608.75732421875 2082.7548828125,0.9456154704093933,EY09VNS,0.4628737600632953
1023,660,2079.111382724177 1422.091457157087 2932.4549536636905 2157.539867091633,2421.004638671875 2029.790283203125 2612.1904296875 2093.25048828125,0.939021110534668,EY09VTS,0.1783893130524108
1024,660,2079.821453532599 1429.5356286595502 2934.82545497434 2157.772080967297,2425.301025390625 2031.864013671875 2614.88623046875 2097.359375,0.9412323236465454,EY09VIS,0.26887264243354786
1025,660,2081.1952235673944 1434.1238557631455 2938.718853278604 2156.008966651838,2429.458740234375 2043.035400390625 2617.005859375 2106.25830078125,0.9297114610671997,EY09VLS,0.14444799120447085
1026,660,2083.6890210901647 1440.5907478593795 2943.5884525759275 2155.6255134210123,2430.7724609375 2053.708251953125 2621.65283203125 2114.285400390625,0.759688138961792,EY09VIS,0.21591022918248745
1027,660,2084.4755279782735 1447.813042544172 2946.4067672711058 2155.8102631811876,2432.67919921875 2055.867431640625 2621.239013671875 2121.03125,0.9370851516723633,EY09VMS,0.6504482775579348
1028,660,2085.931046801161 1455.067697918077 2949.967118317015 2155.3161658576687,2434.376220703125 2066.4140625 2628.59130859375 2132.609375,0.9335371255874634,EY06VNS,0.21347210748470233
1029,660,2087.7005719113995 1460.7983587560116 2953.548665240857 2155.237701052559,2435.5806884765625 2075.11474609375 2631.7835693359375 2141.396484375,0,0,0
1030,660,2089.470097021638 1466.5290195939458 2957.1302121646995 2155.1592362474485,2436.78515625 2083.8154296875 2634.975830078125 2150.18359375,0.9196006059646606,EY05MOS,0.15507173805042063
1369,704,2416.9652562610586 1670.8570654511814 3158.096078720468 2165.008844590831,2703.4462890625 2077.03076171875 2887.364501953125 2145.5205078125,0.9041335582733154,DR05VKI,0.11158008586218057
1222,715,2081.129207350802 1269.4433989032711 2701.6091022196406 1750.6823676158153,2338.7890625 1605.120849609375 2487.2001953125 1653.888916015625,0.6210941672325134,NG65ZFY,0.5366788712440064
1223,715,2082.474520860877 1273.190022775614 2703.570999820869 1754.8727027238126,2341.19287109375 1609.2689208984375 2487.75830078125 1660.7054443359375,0.7412806153297424,NG65ZFX,0.1266642407964339
1224,715,2082.5218642107743 1277.125841377724 2705.127767419494 1760.3873653713324,2341.5657348632812 1613.8740539550781 2489.0076904296875 1664.8752136230469,0,0,0
1225,715,2082.569207560672 1281.0616599798345 2706.6845350181184 1765.9020280188522,2341.9385986328125 1618.4791870117188 2490.257080078125 1669.0449829101562,0,0,0
1226,715,2082.6165509105695 1284.997478581945 2708.2413026167433 1771.416690666372,2342.3114624023438 1623.0843200683594 2491.5064697265625 1673.2147521972656,0,0,0
1227,715,2082.663894260467 1288.9332971840552 2709.798070215368 1776.9313533138918,2342.684326171875 1627.689453125 2492.755859375 1677.384521484375,0.37273529171943665,NG65ZFX,0.5260230553934745
1228,715,2082.3702837463525 1292.3619404121018 2711.3403557911865 1781.8973884719744,2343.4842122395835 1631.6376546223958 2493.8317057291665 1682.81396484375,0,0,0
1229,715,2082.076673232238 1295.7905836401485 2712.8826413670054 1786.863423630057,2344.2840983072915 1635.5858561197917 2494.9075520833335 1688.243408203125,0,0,0
1230,715,2081.783062718124 1299.2192268681952 2714.4249269428237 1791.8294587881396,2345.083984375 1639.5340576171875 2495.9833984375 1693.6728515625,0.7787600755691528,WG65ZFX,0.5928188341641802
1231,715,2082.92002321802 1301.1947840043117 2717.2575617351977 1795.2381023643075,2352.0009765625 1641.3988037109375 2497.1416015625 1697.463623046875,0.5874797701835632,MG65ZFX,0.2532579683581655
1232,715,2083.7898249705763 1305.3840604038912 2720.2178348915863 1800.1183405476356,2355.67431640625 1648.655029296875 2497.4228515625 1700.743896484375,0.47973549365997314,WG65ZFX,0.2805187692866719
1233,715,2084.016230992918 1309.3858054143902 2720.407980669215 1805.083765726219,2354.231689453125 1654.95361328125 2498.97265625 1706.1383056640625,0.3189588487148285,NC65ZFX,0.7662529339231907
1234,715,2083.8968626661276 1312.2203676148904 2719.931444920185 1809.300784405313,2353.61767578125 1655.865966796875 2501.334716796875 1707.6591796875,0.8664970397949219,AG65ZFX,0.2872314989871752
1235,715,2084.2701552064595 1316.0376501947817 2722.9194897584625 1815.5929174110147,2351.49072265625 1661.873291015625 2502.12353515625 1712.808349609375,0.8456670641899109,NG65ZFX,0.3250587940571546
1236,715,2083.33413264397 1319.7821865736728 2724.381883729878 1821.5614354738923,2354.86474609375 1668.1329345703125 2503.27587890625 1719.265380859375,0.8786876797676086,WG65ZFX,0.38459583176715517
1237,715,2082.105613704737 1322.3414326434417 2726.092211924183 1826.2734077843334,2355.66259765625 1671.110595703125 2507.006591796875 1722.7353515625,0.8038666844367981,NG65ZFX,0.12574516231413138
1238,715,2083.4487749017985 1327.7019820255196 2729.4220742981356 1833.5937280042458,2357.141357421875 1680.29833984375 2514.0634765625 1730.642822265625,0.5082135200500488,NG65ZFX,0.19225861605763456
1239,715,2083.142576844847 1333.6585200034315 2731.848858991859 1840.8080649002686,2361.67919921875 1684.07861328125 2513.80859375 1738.64013671875,0.8665947914123535,NG65ZFX,0.4170360074629242
1240,715,2083.087064794256 1337.0617736304382 2733.066984443763 1847.0359428429117,2360.114013671875 1689.50732421875 2508.237548828125 1740.668212890625,0.9118337631225586,WG65ZFY,0.08635670577564591
1241,715,2083.9796429157404 1341.9336425080292 2735.6389291880682 1853.2796025022951,2361.044921875 1695.1141357421875 2511.4859619140625 1745.5689697265625,0,0,0
1242,715,2084.872221037225 1346.80551138562 2738.2108739323735 1859.5232621616785,2361.975830078125 1700.720947265625 2514.734375 1750.4697265625,0.9154224395751953,NG65ZFX,0.3146883974075172
1243,715,2085.9053588990982 1349.3865398330504 2741.1798877672663 1862.7447928833571,2370.6455078125 1703.301513671875 2518.63818359375 1754.1162109375,0.9006968140602112,NG65ZFX,0.4028114783220675
1244,715,2086.050108072702 1355.24848909875 2743.446006731709 1868.7669626919208,2369.62158203125 1706.4935302734375 2519.26513671875 1760.7044677734375,0.8377087116241455,NG65ZFX,0.4060944404082431
1245,715,2086.982475935795 1359.5722267682804 2748.5211593609697 1873.7433825372436,2370.011474609375 1712.129638671875 2522.431640625 1767.3951416015625,0.9044048190116882,NG65ZFX,0.26908744471773693
1246,715,2086.690198073772 1363.5312173829793 2751.0493793643536 1879.5679168143865,2371.741943359375 1716.26220703125 2522.73779296875 1768.5595703125,0.9197117686271667,NG65ZFX,0.4022577290163306
1247,715,2087.9673811913535 1367.701109077837 2755.991521808335 1885.7895657154295,2369.57080078125 1723.5926513671875 2524.8250732421875 1776.5086669921875,0,0,0
1248,715,2089.2445643089345 1371.8710007726947 2760.9336642523162 1892.0112146164722,2367.399658203125 1730.923095703125 2526.912353515625 1784.457763671875,0.8397207856178284,NG65ZFX,0.2410279372516362
1249,715,2088.6945612983354 1373.7576002569933 2763.1311357935483 1895.7954731068005,2366.7041015625 1732.38330078125 2528.8955078125 1787.8231201171875,0.8774951696395874,NG65ZFX,0.311113626951566
1250,715,2088.7062722635997 1378.505574492975 2764.7405865064206 1902.2338308268122,2373.361328125 1737.516357421875 2531.0341796875 1795.031982421875,0.9142536520957947,WG65ZFX,0.25759140512807494
1251,715,2091.286429238278 1383.9425549882521 2768.112897350498 1910.3283908419517,2377.693115234375 1748.476318359375 2534.52978515625 1798.655029296875,0.9111438393592834,NG65ZFX,0.28566086366582644
1252,715,2091.544416829569 1386.8202124779054 2768.595535319094 1913.3046216236903,2378.85107421875 1751.730224609375 2537.31689453125 1802.2532958984375,0.9192838668823242,NG65ZFX,0.14715584658599307
1253,715,2092.784919251134 1392.3744372485628 2770.680303110372 1920.483979313057,2376.94384765625 1755.1007080078125 2538.943115234375 1808.036865234375,0.9216602444648743,WG65ZFX,0.26260123167988897
1254,715,2092.7207844896084 1398.0525046716093 2771.166372365701 1929.0761894634593,2381.3447265625 1762.816650390625 2538.804931640625 1815.443115234375,0.9290913939476013,NG65ZFX,0.616696768699019
1255,715,2094.004563279005 1401.914772323742 2773.236695557789 1934.7162058334557,2383.23486328125 1765.563720703125 2539.634033203125 1818.177734375,0.9209019541740417,WG65ZFX,0.28667747282259903
1256,715,2096.9373865689467 1406.5521662785698 2778.9895136945743 1943.2848343894868,2383.5244140625 1775.2001953125 2542.281494140625 1826.0562744140625,0.26204851269721985,NG65ZFX,0.4866613232026435
1257,715,2096.6028137438434 1411.7931603704374 2780.3767942448394 1952.0757859613814,2380.947509765625 1780.14697265625 2541.889892578125 1835.566162109375,0.9176850914955139,NG65ZFX,0.26169721605763374
1258,715,2097.3889245110827 1413.8523947241179 2785.0429907077328 1957.2741331471038,2387.921875 1784.865478515625 2540.1455078125 1840.0733642578125,0.9212197065353394,NG65ZFX,0.6788898957126521
1259,715,2097.899662154135 1416.5306066146704 2788.3883494663573 1962.4161470264748,2390.22705078125 1790.3369140625 2544.989501953125 1844.9501953125,0.921962559223175,NG65ZFX,0.4632033157481352
1260,715,2099.8356180650253 1421.390483848377 2793.452728755341 1968.0292135822713,2390.78125 1799.4554443359375 2547.862548828125 1851.1527099609375,0.9158803820610046,NG65ZFX,0.40881989344968095
1261,715,2100.740925082854 1424.3097811325108 2799.1903898629016 1973.562204665356,2395.011474609375 1801.349853515625 2549.1572265625 1854.448974609375,0.9175854921340942,NG65ZFX,0.4738450237091479
1262,715,2099.145473680528 1430.9539745242482 2799.670157610565 1981.8926837536137,2394.937255859375 1811.065673828125 2546.2509765625 1862.7967529296875,0.9223178625106812,NG65ZFY,0.35063838531825436
1263,715,2100.3757738331365 1437.2027654634433 2800.775021602382 1989.6454870912496,2391.877685546875 1813.20751953125 2555.49755859375 1867.9376220703125,0.927174985408783,NG65ZFX,0.4412141673432149
1264,715,2101.0972366470337 1441.40960595924 2801.460145338829 1995.0866881026302,2393.1162109375 1817.7110595703125 2560.501220703125 1871.7132568359375,0.9291085600852966,OG65ZFY,0.39644808809626075
1265,715,2103.15524022581 1447.493780615349 2805.6699459883644 2002.0634488025794,2397.58251953125 1824.01806640625 2561.523681640625 1881.75146484375,0.9255399107933044,WG65ZFX,0.4793051453001547
1266,715,2104.0137033671294 1453.7013103579638 2810.0842840597984 2009.6429535798152,2402.44873046875 1832.2972412109375 2561.945556640625 1888.661376953125,0.916894257068634,NG65ZFX,0.512769394956877
1267,715,2103.2869410825683 1457.648027142383 2809.8648188837965 2014.7559889336208,2401.6611328125 1833.0333251953125 2561.828125 1891.5611572265625,0.9307827353477478,NG65ZFX,0.4703969522562334
1268,715,2104.0677212439155 1462.499993168672 2814.1505466631083 2021.7139675166745,2402.175048828125 1843.857666015625 2564.574462890625 1898.291015625,0.9349914789199829,NG65ZFX,0.7856533504449875
1269,715,2104.61322616929 1467.5244474647147 2817.0361468191013 2028.4858248283172,2405.397705078125 1851.3812255859375 2568.91357421875 1905.331787109375,0.9149655103683472,NG65ZFX,0.6589695413038011
1270,715,2105.243106379448 1470.6120339566469 2818.1632991621977 2033.2633493750632,2409.7919921875 1856.5096435546875 2569.18359375 1910.308837890625,0.9251506328582764,NG65ZFX,0.26754397071667607
1271,715,2105.5148971388107 1475.7011523236915 2817.8432821266206 2039.6064141984207,2405.873779296875 1858.400146484375 2572.684326171875 1916.6802978515625,0.923901379108429,NG65ZFX,0.4588698841753693
1272,715,2105.944931510801 1481.3580211079375 2817.8484181634344 2047.0760944974054,2411.802490234375 1872.0186767578125 2576.107177734375 1923.319580078125,0.9009613394737244,NG65ZFX,0.486503614686886
1273,715,2105.959068396719 1485.321743197026 2819.6141480975675 2053.0646343864532,2412.123779296875 1872.473388671875 2577.56298828125 1929.344970703125,0.9108706116676331,OG65ZFX,0.3801001465133299
1274,715,2106.9041015561847 1489.7585796175435 2824.656051612848 2059.5808624712336,2413.79443359375 1880.16015625 2579.930419921875 1938.14013671875,0.9178260564804077,NG65ZFX,0.41101779828092133
1275,715,2108.5518819946737 1494.9735741301986 2832.592526595796 2066.698465114629,2417.849853515625 1887.86083984375 2585.19873046875 1943.1181640625,0.9293197393417358,NG65ZFX,0.20040099926029567
1276,715,2110.492315341035 1497.0361253881954 2839.0872991257115 2070.6038121284396,2418.76513671875 1892.76611328125 2585.2431640625 1946.8837890625,0.9270086884498596,NG65ZFX,0.5756348684620042
1277,715,2111.7324566028074 1503.643483665307 2846.0557772580323 2079.137594927385,2422.490234375 1899.622314453125 2585.95263671875 1954.9573974609375,0.9250138998031616,NG65ZFX,0.6664690715783093
1278,715,2113.8670023051186 1510.2695058508032 2853.913386734998 2088.0082829325847,2422.92431640625 1906.3355712890625 2587.793212890625 1960.39501953125,0.9300141930580139,NG65ZFX,0.783739761429719
1279,715,2114.4821258471898 1513.6039027938477 2857.951688435353 2093.557389119119,2425.70166015625 1907.621337890625 2588.899169921875 1963.835693359375,0.9292259812355042,NG65ZFX,0.3975793896810448
1280,715,2111.4297573140266 1518.9795854847853 2854.699354573917 2100.5906565303812,2426.0166015625 1920.1007080078125 2594.064697265625 1975.490966796875,0.9262142181396484,NG65ZFX,0.6681718821638724
1281,715,2112.9118883947685 1526.281696799997 2859.5602641774003 2108.2657120354284,2429.483154296875 1927.644287109375 2591.55517578125 1984.6380615234375,0.9259766936302185,NG65ZFX,0.5488237583162666
1282,715,2113.6770471577747 1531.2384975433952 2864.318358022888 2113.0645436405553,2431.23974609375 1929.022705078125 2594.513916015625 1988.16162109375,0.9213734865188599,NG65ZFX,0.6899341951503022
1283,715,2116.7409629849694 1536.9380063442322 2871.6643878852424 2118.405558512292,2432.258544921875 1935.7554931640625 2601.235595703125 1995.2852783203125,0.9235047101974487,NG65ZFY,0.39425875585657505
1284,715,2118.4014817071957 1544.430343379772 2876.7201962760973 2125.7165433360783,2435.7685546875 1944.39697265625 2605.671142578125 2002.7054443359375,0.9292070269584656,NG65ZFX,0.6101329353362017
1285,715,2118.069848532791 1548.60288514908 2878.0459207341164 2129.992961524034,2437.49609375 1951.10498046875 2608.796142578125 2007.84130859375,0.9269273281097412,NG65ZFX,0.4232779903472731
1286,715,2119.6026574982266 1554.0967197085006 2881.788911656746 2136.388267580639,2436.88427734375 1956.62841796875 2608.694580078125 2012.21533203125,0.9349272847175598,NG65ZFX,0.534754610047073
1287,715,2121.785646835476 1559.382194714265 2886.6825671892325 2142.9316155350703,2441.08935546875 1967.375732421875 2613.75927734375 2022.858154296875,0.9266905784606934,NG65ZFX,0.5101608958966779
1288,715,2121.927575400188 1563.162293901868 2886.2468588394527 2148.1419857902074,2439.901611328125 1966.310546875 2614.92578125 2028.46533203125,0.9314146041870117,NG65ZFX,0.5601625248917076
1289,715,2124.9108420590983 1567.8764699521087 2892.082199978111 2154.019695822758,2445.048583984375 1974.604248046875 2617.722900390625 2035.69921875,0.9321118593215942,NG65ZFX,0.37503692210003264
1290,715,2125.8356752945583 1572.1664125891607 2895.660869676517 2157.593166013473,2449.23828125 1984.1854248046875 2619.54248046875 2043.8243408203125,0.9483622908592224,WG65ZFX,0.16316519193735765
1291,715,2127.1244252812958 1575.95266222163 2900.1992866568235 2159.9542933263983,2449.486328125 1990.2454833984375 2623.82080078125 2047.188232421875,0.9293258190155029,NG65ZFX,0.5462452193090029
1292,715,2127.7975166065544 1579.7588750362154 2904.896569189318 2161.262678843759,2450.6943359375 1998.6259765625 2625.591796875 2055.026123046875,0.928075909614563,NG65ZFX,0.5804733641866042
1293,715,2129.239469105585 1585.2380349385892 2908.6724734066356 2163.102004140066,2446.580322265625 2004.39501953125 2631.619140625 2062.08740234375,0.9303529262542725,OG65ZFX,0.34214878969536905
1294,715,2129.401180497816 1589.4247135040846 2912.6277072760363 2164.0745863126167,2452.215087890625 2008.1246337890625 2632.17578125 2065.809326171875,0.9228230118751526,NG65ZFX,0.5534912412080929
1295,715,2129.7696204327603 1593.5100258585921 2915.1842356794014 2163.526910301163,2458.781494140625 2016.5478515625 2635.712158203125 2077.3837890625,0.9227414131164551,NG65ZFX,0.6814033741680836
1296,715,2131.0917031944027 1598.6737932202311 2919.8528532831933 2164.5142943364763,2458.367431640625 2022.455322265625 2635.685546875 2084.93359375,0.8643225431442261,NG65ZFX,0.5310762383697696
1297,715,2131.3598734080083 1602.3858391425806 2923.112865416639 2164.1665989253065,2460.810546875 2026.780517578125 2636.2646484375 2087.374267578125,0.9094908833503723,NG65ZFX,0.6060245791420047
1298,715,2135.05812531019 1608.5219630115441 2930.620501965378 2164.6583772950958,2469.6845703125 2039.80517578125 2637.53369140625 2096.93798828125,0.9108508229255676,NG65ZFX,0.31992251535445687
1299,715,2137.5807100899046 1614.3321634475778 2936.2296771602278 2164.651660326063,2472.40380859375 2048.55419921875 2643.513671875 2105.1396484375,0.8697054386138916,NG65ZFX,0.5089815657868455
1300,715,2138.278404214554 1619.7682175076984 2938.7804695350587 2164.6155686605307,2471.65283203125 2050.31591796875 2649.45361328125 2109.725341796875,0.8638521432876587,NG65ZFX,0.6966426399652274
1301,715,2137.493507494305 1627.572607205797 2940.0928242895006 2166.2764367714517,2472.238525390625 2060.42236328125 2654.467529296875 2119.71142578125,0.9219711422920227,NG65ZFX,0.5081695860887244
1302,715,2139.019180362706 1635.247072095613 2943.0891397188034 2166.7765859162014,2479.087646484375 2069.78857421875 2654.80859375 2129.756591796875,0.9070624709129333,NG65ZFX,0.4925394984208373
1303,715,2139.599874131486 1640.8455585903105 2944.132695754057 2165.9500856829977,2477.60546875 2071.260498046875 2655.807373046875 2133.435302734375,0.8779302835464478,NG65ZFX,0.272947226128709
1304,715,2140.3507707685026 1646.8236380489618 2944.503520239347 2165.6001645838332,2482.216796875 2081.885009765625 2661.25 2144.980224609375,0.9291766881942749,NG65ZFX,0.46896098611826104
1305,715,2142.712704133091 1654.0915337597298 2949.166994151084 2165.9833005517203,2482.2060546875 2088.518798828125 2667.52001953125 2150.75146484375,0.5855586528778076,NG65ZFX,0.6982878255601797
1338,720,692.4800692822892 1617.1148101012354 1478.303938061339 2163.177458525662,951.391357421875 1999.869873046875 1171.80859375 2087.2373046875,0.5298013091087341,UI61PZS,0.21315369278226162
1338,736,949.4749635073938 1067.4464807548416 1635.3390121476411 1713.6980978443744,1211.247802734375 1510.008056640625 1371.369873046875 1578.67333984375,0.4199572503566742,NL64OGX,0.5099956236254531
1339,736,943.3486127207548 1069.5848301757371 1633.2491649664325 1719.8280449751585,1212.77099609375 1526.887939453125 1367.241455078125 1580.337158203125,0.26609933376312256,NL64OGX,0.36336323644291885
1340,736,940.5714069449423 1073.1288560099188 1632.2426072455764 1726.9337086235905,1209.6336669921875 1535.1234741210938 1364.135009765625 1588.0332641601562,0,0,0
1341,736,937.7942011691298 1076.6728818441002 1631.2360495247203 1734.0393722720223,1206.496337890625 1543.3590087890625 1361.028564453125 1595.7293701171875,0.7630536556243896,NL64OGX,0.321491929153265
1342,736,934.4257749069554 1080.3374070214386 1630.7461031404523 1740.206435268013,1203.7877604166667 1548.8113199869792 1359.059543185764 1601.428738064236,0,0,0
1343,736,931.0573486447811 1084.0019321987768 1630.2561567561843 1746.3734982640035,1201.0791829427083 1554.2636311848958 1357.0905219184028 1607.1281060112847,0,0,0
1344,736,927.6889223826068 1087.6664573761152 1629.766210371916 1752.540561259994,1198.37060546875 1559.7159423828125 1355.1215006510417 1612.8274739583333,0,0,0
1345,736,924.3204961204325 1091.3309825534536 1629.276263987648 1758.7076242559847,1195.6620279947917 1565.1682535807292 1353.1524793836807 1618.5268419053818,0,0,0
1346,736,920.9520698582581 1094.9955077307918 1628.78631760338 1764.8746872519753,1192.9534505208333 1570.6205647786458 1351.1834581163193 1624.2262098524307,0,0,0
1347,736,917.5836435960838 1098.6600329081302 1628.296371219112 1771.0417502479659,1190.244873046875 1576.0728759765625 1349.2144368489583 1629.9255777994792,0,0,0
1348,736,914.2152173339095 1102.3245580854687 1627.8064248348437 1777.2088132439565,1187.5362955729167 1581.5251871744792 1347.2454155815972 1635.6249457465278,0,0,0
1349,736,910.8467910717352 1105.9890832628068 1627.3164784505757 1783.375876239947,1184.8277180989583 1586.9774983723958 1345.276394314236 1641.3243136935764,0,0,0
1350,736,907.4783648095608 1109.6536084401453 1626.8265320663077 1789.5429392359376,1182.119140625 1592.4298095703125 1343.307373046875 1647.023681640625,0.8859796524047852,NL64OGX,0.4272072070468865
1351,736,902.3740854275619 1113.0194785874478 1625.3803705190453 1794.5074138674527,1180.8209228515625 1594.57666015625 1341.3355712890625 1649.3426513671875,0.8435332775115967,NL64OGY,0.21945526108236346
1352,736,897.2640066920021 1115.2576903556237 1623.251928842892 1798.6080439950101,1179.8363037109375 1603.6168212890625 1337.82275390625 1653.6177978515625,0.8513057231903076,NL64OGX,0.402832107778498
1353,736,891.1590759106307 1118.0577621248515 1619.822287685483 1801.800924400002,1174.570068359375 1609.030029296875 1336.72802734375 1660.98046875,0.9150866866111755,NL64OGX,0.5719751508809839
1354,736,887.4411381797358 1120.7295790009766 1617.484475104523 1805.592367032491,1173.22265625 1611.2911376953125 1335.048828125 1664.078857421875,0.9028609991073608,NL64OGX,0.8326398186081604
1355,736,884.2724609016905 1126.106332876213 1616.7247870284334 1812.8274828820158,1169.2477213541667 1617.3880208333333 1333.7469075520833 1670.7986653645833,0,0,0
1356,736,881.1037836236451 1131.4830867514495 1615.965098952344 1820.062598731541,1165.2727864583333 1623.4849039713542 1332.4449869791667 1677.5184733072917,0,0,0
1357,736,877.9351063455997 1136.8598406266858 1615.2054108762545 1827.2977145810657,1161.2978515625 1629.581787109375 1331.14306640625 1684.23828125,0.34269481897354126,NL64OGY,0.2725708905090152
1358,736,875.3876588281569 1141.07537507414 1614.7972877229456 1833.3338367373553,1160.1658325195312 1636.3831176757812 1326.6937255859375 1690.9932861328125,0,0,0
1359,736,872.840211310714 1145.2909095215941 1614.3891645696367 1839.3699588936447,1159.0338134765625 1643.1844482421875 1322.244384765625 1697.748291015625,0.9215666055679321,ML64AGX,0.15857371528658112
1360,736,869.625482689956 1147.4672138556625 1613.22019206756 1843.100561494412,1157.8267822265625 1647.2354736328125 1318.722900390625 1700.45263671875,0.8576722145080566,NL64OCX,0.36675024449844484
1361,736,866.3960157827967 1150.9128724136585 1613.3384792491022 1848.4269640389266,1156.5885009765625 1652.08642578125 1317.7149658203125 1707.5709228515625,0.8825563192367554,NL64OGX,0.21456411231147238
1362,736,860.894588831799 1155.726855667547 1610.816084106822 1854.8422160164139,1146.4669189453125 1658.7802734375 1313.264892578125 1714.0374755859375,0.770088791847229,IL64OGX,0.1312666824274135
1363,736,857.473112903889 1159.426915648969 1609.7766402322195 1859.800266701849,1146.290283203125 1664.67138671875 1311.9873046875 1719.413818359375,0.8623565435409546,ML64OGX,0.4147187630335276
1364,736,855.5348459071646 1163.7533715955622 1609.055514053936 1862.8293990089599,1144.400146484375 1675.420166015625 1311.3870849609375 1724.9117431640625,0.7337945699691772,NL64OGX,0.2869300638201356
1365,736,851.8271022009696 1168.5260183514488 1606.490674023568 1869.2096935855488,1142.3177490234375 1679.7830200195312 1309.1390991210938 1731.6338500976562,0,0,0
1366,736,848.1193584947746 1173.2986651073352 1603.9258339932003 1875.589988162138,1140.2353515625 1684.1458740234375 1306.89111328125 1738.35595703125,0.9277023077011108,NL64OCX,0.45760077119729076
1367,736,841.2119346761804 1178.434752941461 1600.5077885581097 1882.5783755191126,1141.2618408203125 1690.884033203125 1303.045654296875 1744.606689453125,0.9123990535736084,NL64OCX,0.48007673709787446
1368,736,836.7208846682324 1185.6533680842451 1597.2166716054348 1893.2577222316625,1135.5902099609375 1698.916015625 1299.0535888671875 1749.1182861328125,0.8899092674255371,IL64OGY,0.36348804557767544
1369,736,833.1129790685466 1190.0405386051223 1595.7272134237144 1900.9157901171004,1130.9322509765625 1701.186279296875 1301.1673583984375 1754.430419921875,0.905015230178833,NL64OCX,0.13849071957349457
1370,736,828.6365494271126 1194.8634034151469 1594.649136623822 1908.5710001283833,1126.4756164550781 1706.4683837890625 1299.1569213867188 1760.2202758789062,0,0,0
1371,736,824.1601197856786 1199.6862682251717 1593.5710598239298 1916.226210139666,1122.0189819335938 1711.75048828125 1297.146484375 1766.0101318359375,0,0,0
1372,736,819.6836901442446 1204.5091330351963 1592.4929830240374 1923.8814201509488,1117.5623474121094 1717.0325927734375 1295.1360473632812 1771.7999877929688,0,0,0
1373,736,815.2072605028106 1209.331997845221 1591.414906224145 1931.5366301622316,1113.105712890625 1722.314697265625 1293.1256103515625 1777.58984375,0.45158180594444275,NL64OGX,0.26314531351775217
1374,736,811.4135399155675 1213.6223112240878 1593.6417985501007 1939.1531648209143,1115.155029296875 1729.4454345703125 1288.7017822265625 1787.2474365234375,0.9107968807220459,ML64OGX,0.2277517034819958
1375,736,807.7626731409268 1217.263573366081 1591.4465541835038 1944.9606547362605,1113.006591796875 1735.9695638020833 1287.3536783854167 1792.6959228515625,0,0,0
1376,736,804.1118063662861 1220.904835508074 1589.251309816907 1950.7681446516067,1110.858154296875 1742.4936930338542 1286.0055745442708 1798.1444091796875,0,0,0
1377,736,800.4609395916455 1224.5460976500672 1587.0560654503101 1956.5756345669529,1108.709716796875 1749.017822265625 1284.657470703125 1803.5928955078125,0.6461356282234192,NL64OGX,0.8490482297402959
1378,736,794.8012407096724 1229.2020750147176 1581.1824336869945 1963.108694696276,1105.0965983072917 1756.4922688802083 1281.38525390625 1809.8162434895833,0,0,0
1379,736,789.1415418276993 1233.8580523793682 1575.3088019236786 1969.6417548255988,1101.4834798177083 1763.9667154947917 1278.113037109375 1816.0395914713542,0,0,0
1380,736,783.4818429457262 1238.5140297440187 1569.435170160363 1976.1748149549219,1097.870361328125 1771.441162109375 1274.8408203125 1822.262939453125,0.6946048140525818,NL54OGX,0.15901268985629677
1381,736,781.9092364854268 1241.2060343281064 1567.4435567803575 1981.5421130739123,1098.669677734375 1776.590087890625 1271.786376953125 1826.98486328125,0.5565754175186157,NL54OGX,0.056114774951851354
1382,736,779.6013037737052 1245.5740798751744 1566.9601895340074 1989.1080324792897,1095.77294921875 1782.177978515625 1270.860107421875 1836.9990234375,0.9327088594436646,NL62OGX,0.33294881645909324
1383,736,773.9183420251003 1250.7837359450702 1564.3893335763914 1997.2456412314098,1089.4930419921875 1787.857421875 1267.967529296875 1845.29638671875,0.9281665682792664,NL64OGX,0.37068126031319815
1384,736,772.4720371044709 1254.7687290740555 1565.9046796003686 2004.7569118105803,1088.8636474609375 1793.9186401367188 1266.6240844726562 1851.294677734375,0,0,0
